id,text,pos_tags
494,Three Dutch players have pulled out of the squad for Saturday 's friendly international soccer match against Brazil in Amsterdam .,Three/CD Dutch/NN players/NNS have/VBP pulled/VBN out/IN of/IN the/DT squad/NN for/IN Saturday/NNP 's/POS friendly/JJ international/JJ soccer/NN match/NN against/IN Brazil/NNP in/IN Amsterdam/NNP ./.
495,"Despite power shortages , ACC achieved a satisfactory growth in production during the year with the help of its power plants .","Despite/IN power/NN shortages/NNS ,/, ACC/NNP achieved/VBD a/DT satisfactory/JJ growth/NN in/IN production/NN during/IN the/DT year/NN with/IN the/DT help/NN of/IN its/PRP$ power/NN plants/NNS ./."
496,--,--/:
497,"Last October he was invited to attend the referendum held on Iraq 's presidency , which extended Saddam 's term for seven more years .","Last/JJ October/NNP he/PRP was/VBD invited/VBN to/TO attend/VB the/DT referendum/NN held/VBD on/IN Iraq/NNP 's/POS presidency/NN ,/, which/WDT extended/VBD Saddam/NNP 's/POS term/NN for/IN seven/CD more/JJR years/NNS ./."
498,Raith 0 Motherwell 3,Raith/NNP 0/CD Motherwell/NNP 3/CD
499,SAN FRANCISCO 54 73 .425 15,SAN/NNP FRANCISCO/NNP 54/CD 73/CD .425/NNS 15/CD
500,CENTRAL DIVISION,CENTRAL/NNP DIVISION/NNP
501,"JYVASKLYA , Finland 1996-08-25","JYVASKLYA/NNP ,/, Finland/NNP 1996-08-25/CD"
502,Mexico same-day Cetes rates rise on nervousness .,Mexico/NNP same-day/JJ Cetes/NNP rates/NNS rise/VBP on/IN nervousness/NN ./.
503,CRICKET - PAKISTAN 229-1 V ENGLAND - close .,CRICKET/NNP -/: PAKISTAN/NNP 229-1/JJ V/NNP ENGLAND/NNP -/: close/NN ./.
504,PRESS DIGEST - Lebanon - Aug 22 .,PRESS/NNP DIGEST/NNP -/: Lebanon/NNP -/: Aug/$ 22/CD ./.
505,SV Ried 6 1 1 4 6 9 4,SV/NNP Ried/VBD 6/CD 1/CD 1/CD 4/CD 6/CD 9/CD 4/CD
506,Petra Drnovice 3 1 1 1 7 5 4,Petra/NNP Drnovice/NNP 3/CD 1/CD 1/CD 1/CD 7/CD 5/CD 4/CD
507,JORNAL DE ANGOLA,JORNAL/NNP DE/NNP ANGOLA/NNP
508,"On Tuesday , cotton prices fell on profit-taking prompted by increased offerings from state agencies .","On/IN Tuesday/NNP ,/, cotton/NN prices/NNS fell/VBD on/IN profit-taking/NN prompted/VBN by/IN increased/JJ offerings/NNS from/IN state/NN agencies/NNS ./."
509,"Dr. Jack Kevorkian attended his third suicide in less than a week on Thursday , bringing the body of a 40-year-old Missouri woman suffering from multiple sclerosis to a hospital emergency room , doctors said .","Dr./NNP Jack/NNP Kevorkian/NNP attended/VBD his/PRP$ third/JJ suicide/NN in/IN less/JJR than/IN a/DT week/NN on/IN Thursday/NNP ,/, bringing/VBG the/DT body/NN of/IN a/DT 40-year-old/JJ Missouri/NNP woman/NN suffering/VBG from/IN multiple/JJ sclerosis/NN to/TO a/DT hospital/NN emergency/NN room/NN ,/, doctors/NNS said/VBD ./."
510,PARIS 1996-08-29,PARIS/NNP 1996-08-29/JJ
511,"Standings ( tabulate under games played , won , drawn , lost ,","Standings/NNS (/( tabulate/VB under/IN games/NNS played/VBN ,/, won/VBD ,/, drawn/NN ,/, lost/VBN ,/,"
512,"Margaret McCullough , 55 , was found dead in her home on Saturday with gunshot wounds to the head .","Margaret/NNP McCullough/NNP ,/, 55/CD ,/, was/VBD found/VBN dead/JJ in/IN her/PRP$ home/NN on/IN Saturday/NNP with/IN gunshot/JJ wounds/NNS to/TO the/DT head/NN ./."
513,Western Suburbs 21 11 1 9 382 426 23,Western/JJ Suburbs/NNP 21/CD 11/CD 1/CD 9/CD 382/CD 426/CD 23/CD
514,"We won the game , "" said Moyer .","We/PRP won/VBD the/DT game/NN ,/, ``/`` said/VBD Moyer/NNP ./."
515,"20-6-70-2 , Mohammad Akram 12-1-41-1 , Mushtaq Ahmed 27-5-78-2 ,","20-6-70-2/JJ ,/, Mohammad/NNP Akram/NNP 12-1-41-1/CD ,/, Mushtaq/NNP Ahmed/NNP 27-5-78-2/CD ,/,"
516,"An Italian farmer accused of multiple homocide has confessed to mutilating the bodies of four women after having sex with them , the Italian news agency ANSA reported on Saturday .","An/DT Italian/JJ farmer/NN accused/VBN of/IN multiple/JJ homocide/NN has/VBZ confessed/VBN to/TO mutilating/VBG the/DT bodies/NNS of/IN four/CD women/NNS after/IN having/VBG sex/NN with/IN them/PRP ,/, the/DT Italian/JJ news/NN agency/NN ANSA/NNP reported/VBD on/IN Saturday/NNP ./."
517,Revenue from long-distance passenger,Revenue/NN from/IN long-distance/NN passenger/NN
518,The ball bounced back to Smicer 's feet and he scored .,The/DT ball/NN bounced/VBD back/RB to/TO Smicer/NNP 's/POS feet/NNS and/CC he/PRP scored/VBD ./.
519,"Millns , who toured Australia with England A in 1992/93 , replaces former England all-rounder Phillip DeFreitas as Boland 's overseas professional .","Millns/NNP ,/, who/WP toured/VBD Australia/NNP with/IN England/NNP A/NNP in/IN 1992/93/CD ,/, replaces/NNS former/JJ England/NNP all-rounder/NN Phillip/NNP DeFreitas/NNP as/IN Boland/NNP 's/POS overseas/JJ professional/NN ./."
520,CENTRAL DIVISION,CENTRAL/NNP DIVISION/NNP
521,INDICATORS - Hungary - updated Aug 22 .,INDICATORS/NNP -/: Hungary/NNP -/: updated/VBD Aug/NNP 22/CD ./.
522,"William Fox broke into his wife 's home on Tuesday morning , shooting her dead and wounding his 16-year-old son , his son 's girlfriend and a neighbour , police said .","William/NNP Fox/NNP broke/VBD into/IN his/PRP$ wife/NN 's/POS home/NN on/IN Tuesday/NNP morning/NN ,/, shooting/VBG her/PRP$ dead/JJ and/CC wounding/VBG his/PRP$ 16-year-old/JJ son/NN ,/, his/PRP$ son/NN 's/POS girlfriend/NN and/CC a/DT neighbour/NN ,/, police/NN said/VBD ./."
523,China says militant Japan must face war past .,China/NNP says/VBZ militant/JJ Japan/NNP must/MD face/VB war/NN past/IN ./.
524,"the recovery is still continuing . """,the/DT recovery/NN is/VBZ still/RB continuing/VBG ./. ``/``
525,* President Bill Clinton is expected to propose a tax break on home sales .,*/JJ President/NNP Bill/NNP Clinton/NNP is/VBZ expected/VBN to/TO propose/VB a/DT tax/NN break/NN on/IN home/NN sales/NNS ./.
526,"One feature of the Java language is that small software programmes , known as "" applets "" because they are small applications , can be downloaded from the server computers at the centre of networks onto individual computers for use .","One/CD feature/NN of/IN the/DT Java/NNP language/NN is/VBZ that/IN small/JJ software/NN programmes/NNS ,/, known/VBN as/IN ``/`` applets/NNS ``/`` because/IN they/PRP are/VBP small/JJ applications/NNS ,/, can/MD be/VB downloaded/VBN from/IN the/DT server/NN computers/NNS at/IN the/DT centre/NN of/IN networks/NNS onto/IN individual/JJ computers/NNS for/IN use/NN ./."
527,"The economy is not recovering smoothly or at a fast pace . """,The/DT economy/NN is/VBZ not/RB recovering/VBG smoothly/RB or/CC at/IN a/DT fast/JJ pace/NN ./. ``/``
528,CHICAGO 70 64 .522 10,CHICAGO/NNP 70/CD 64/CD .522/NNS 10/CD
529,Bundesliga standings after Saturday 's games ( tabulate under,Bundesliga/NNP standings/NNS after/IN Saturday/NNP 's/POS games/NNS (/( tabulate/NN under/IN
530,1. Svetlana Samokhalova ( Russia ) 28 points ( in 32,1/CD ./. Svetlana/NNP Samokhalova/NNP (/( Russia/NNP )/) 28/CD points/NNS (/( in/IN 32/CD
531,"Nicaraguan President Violeta Chamorro was due to fly to the United States on Saturday for a medical check-up to determine if surgery was needed on the lower part of her spinal column , the government said on Friday .","Nicaraguan/JJ President/NNP Violeta/NNP Chamorro/NNP was/VBD due/JJ to/TO fly/VB to/TO the/DT United/NNP States/NNPS on/IN Saturday/NNP for/IN a/DT medical/JJ check-up/NN to/TO determine/VB if/IN surgery/NN was/VBD needed/VBN on/IN the/DT lower/JJR part/NN of/IN her/PRP$ spinal/JJ column/NN ,/, the/DT government/NN said/VBD on/IN Friday/NNP ./."
532,""" Its just desserts for all the ' bolos ' ( drunkards ) who sleep in the streets of our beautiful town , "" said a woman who worked in the local market .","``/`` Its/PRP$ just/RB desserts/NNS for/IN all/PDT the/DT '/'' bolos/NN '/'' (/( drunkards/NNS )/) who/WP sleep/VBP in/IN the/DT streets/NNS of/IN our/PRP$ beautiful/JJ town/NN ,/, ``/`` said/VBD a/DT woman/NN who/WP worked/VBD in/IN the/DT local/JJ market/NN ./."
533,ATLANTA 81 47 .633 -,ATLANTA/NNP 81/CD 47/CD .633/SYM -/:
534,Espinho 1 Sporting 3,Espinho/RB 1/CD Sporting/VBG 3/CD
535,"In Chicago , Erik Hanson outdueled Alex Fernandez , and Jacob Brumfield drove in Otis Nixon with the game 's only run in the sixth inning as the Toronto Blue Jays blanked the White Sox 1-0 in a game shortened to six innings due to rain .","In/IN Chicago/NNP ,/, Erik/NNP Hanson/NNP outdueled/VBD Alex/NNP Fernandez/NNP ,/, and/CC Jacob/NNP Brumfield/NNP drove/VBD in/IN Otis/NNP Nixon/NNP with/IN the/DT game/NN 's/POS only/JJ run/NN in/IN the/DT sixth/JJ inning/NN as/IN the/DT Toronto/NNP Blue/NNP Jays/NNP blanked/VBD the/DT White/NNP Sox/NNPS 1-0/JJ in/IN a/DT game/NN shortened/VBN to/TO six/CD innings/NNS due/JJ to/TO rain/VB ./."
536,Men 's singles,Men/NN 's/POS singles/NNS
537,NEW YORK 1996-08-28,NEW/JJ YORK/NNP 1996-08-28/JJ
538,( Barcelona win 6-5 on aggregate ),(/( Barcelona/NNP win/VBP 6-5/JJ on/IN aggregate/NN )/)
539,10. Rubens Barrichello ( Brazil ) Jordan 1:53.152,10/CD ./. Rubens/NNS Barrichello/NNP (/( Brazil/NNP )/) Jordan/NNP 1:53.152/CD
540,Colchester 3 0 2 1 1 3 2,Colchester/NNP 3/CD 0/CD 2/CD 1/CD 1/CD 3/CD 2/CD
541,"An Amtrak train struck a logging truck early on Tuesday and derailed , Vermont state police said .","An/DT Amtrak/NNP train/NN struck/VBD a/DT logging/JJ truck/NN early/JJ on/IN Tuesday/NNP and/CC derailed/VBD ,/, Vermont/NNP state/NN police/NN said/VBD ./."
542,6. Peter Pieters - Tomas Post ( Netherlands ) 14,6/CD ./. Peter/NNP Pieters/NNPS -/: Tomas/NN Post/NNP (/( Netherlands/NNP )/) 14/CD
543,The 26-year-old Brazilian had risen into the top 30 in 1992 .,The/DT 26-year-old/JJ Brazilian/JJ had/VBD risen/VBN into/IN the/DT top/JJ 30/CD in/IN 1992/CD ./.
544,The 38 players are schedeled to resume their rounds on Saturday morning before the third round begins .,The/DT 38/CD players/NNS are/VBP schedeled/VBN to/TO resume/VB their/PRP$ rounds/NNS on/IN Saturday/NNP morning/NN before/IN the/DT third/JJ round/NN begins/VBZ ./.
545,The company has announced plans to take a charge against earnings of $ 50 million to $ 80 million to write down the value of assets and inventories and cover severance payments .,The/DT company/NN has/VBZ announced/VBN plans/NNS to/TO take/VB a/DT charge/NN against/IN earnings/NNS of/IN $/$ 50/CD million/CD to/TO $/$ 80/CD million/CD to/TO write/VB down/RP the/DT value/NN of/IN assets/NNS and/CC inventories/NNS and/CC cover/VB severance/NN payments/NNS ./.
546,"Chelsea , 16 , was at President Bill Clinton 's side as he rode the rails through parts of West Virginia , Kentucky and Ohio , and was introduced at every stop .","Chelsea/NNP ,/, 16/CD ,/, was/VBD at/IN President/NNP Bill/NNP Clinton/NNP 's/POS side/NN as/IN he/PRP rode/VBD the/DT rails/NNS through/IN parts/NNS of/IN West/NNP Virginia/NNP ,/, Kentucky/NNP and/CC Ohio/NNP ,/, and/CC was/VBD introduced/VBN at/IN every/DT stop/NN ./."
547,3 - Wayne Ferreira ( South Africa ) beat Tim Henman ( Britain ) 6-4,3/LS -/: Wayne/NNP Ferreira/NNP (/( South/NNP Africa/NNP )/) beat/NN Tim/NNP Henman/NNP (/( Britain/NNP )/) 6-4/NN
548,Interest 2.78 vs 2.69,Interest/NN 2.78/CD vs/NN 2.69/CD
549,LUSAKA 1996-08-28,LUSAKA/NNP 1996-08-28/JJ
550,8. Belarus 8.39,8/CD ./. Belarus/VB 8.39/CD
551,The magazine said video cameras had also been used to film the couple and that a sound-track existed .,The/DT magazine/NN said/VBD video/NN cameras/NNS had/VBD also/RB been/VBN used/VBN to/TO film/NN the/DT couple/NN and/CC that/IN a/DT sound-track/NN existed/VBN ./.
552,"Ally McCoist is also in great scoring form at the moment . """,Ally/NNP McCoist/NNP is/VBZ also/RB in/IN great/JJ scoring/JJ form/NN at/IN the/DT moment/NN ./. ``/``
553,"Bosnian refugees in Hungary , the first to vote last weekend in their country 's first post-war election , found the rules confusing and some had no idea who they voted for , refugees and officials said on Wednesday .","Bosnian/JJ refugees/NNS in/IN Hungary/NNP ,/, the/DT first/JJ to/TO vote/VB last/JJ weekend/NN in/IN their/PRP$ country/NN 's/POS first/JJ post-war/JJ election/NN ,/, found/VBD the/DT rules/NNS confusing/VBG and/CC some/DT had/VBD no/DT idea/NN who/WP they/PRP voted/VBD for/IN ,/, refugees/NNS and/CC officials/NNS said/VBD on/IN Wednesday/NNP ./."
554,PRESS DIGEST - Israel - Aug 25 .,PRESS/NNP DIGEST/NNP -/: Israel/NNP -/: Aug/$ 25/CD ./.
555,"Some Moslem refugees among the 385 registered voters Hungary 's largest camp Nagyatad have written to the OSCE complaining that they were unable to vote in contests for the president or assembly of the Bosnian-Croat Federation , where most Moslems live .","Some/DT Moslem/NNP refugees/NNS among/IN the/DT 385/CD registered/VBD voters/NNS Hungary/NNP 's/POS largest/JJS camp/NN Nagyatad/NNP have/VBP written/VBN to/TO the/DT OSCE/NNP complaining/VBG that/IN they/PRP were/VBD unable/JJ to/TO vote/VB in/IN contests/NNS for/IN the/DT president/NN or/CC assembly/NN of/IN the/DT Bosnian-Croat/NNP Federation/NNP ,/, where/WRB most/JJS Moslems/NNPS live/VBP ./."
556,The hearing is due to resume on Thursday .,The/DT hearing/NN is/VBZ due/JJ to/TO resume/VB on/IN Thursday/NNP ./.
557,3. Fiona May ( Italy ) 6.64,3/LS ./. Fiona/NNP May/NNP (/( Italy/NNP )/) 6.64/CD
558,- MIDEAST GULF / RED SEA,-/: MIDEAST/NN GULF/NNP //NNP RED/NNP SEA/NNP
559,Some human rights groups have criticised the government 's handling of the situation .,Some/DT human/JJ rights/NNS groups/NNS have/VBP criticised/VBN the/DT government/NN 's/POS handling/NN of/IN the/DT situation/NN ./.
560,"It is a holy war for us , "" he said .","It/PRP is/VBZ a/DT holy/JJ war/NN for/IN us/PRP ,/, ``/`` he/PRP said/VBD ./."
561,"3. Lee Westwood 301,972","3/LS ./. Lee/NNP Westwood/VBD 301,972/CD"
562,""" The Russian side confirmed that the ceasefire is in place and they will keep to it , "" Erdmann told Reuters after speaking by telephone to Ischinger , who had met the officials on a two-day visit to Moscow .","``/`` The/DT Russian/JJ side/NN confirmed/VBD that/IN the/DT ceasefire/NN is/VBZ in/IN place/NN and/CC they/PRP will/MD keep/VB to/TO it/PRP ,/, ``/`` Erdmann/NNP told/VBD Reuters/NNP after/IN speaking/VBG by/IN telephone/NN to/TO Ischinger/NNP ,/, who/WP had/VBD met/VBN the/DT officials/NNS on/IN a/DT two-day/JJ visit/NN to/TO Moscow/NNP ./."
563,"It gets my adrenalin going , those taxi drivers .","It/PRP gets/VBZ my/PRP$ adrenalin/NN going/VBG ,/, those/DT taxi/JJ drivers/NNS ./."
564,"Right fielder Bobby Bonilla was after the ball , which was touched by fans at the top of the scoreboard in right .","Right/JJ fielder/NN Bobby/NNP Bonilla/NNP was/VBD after/IN the/DT ball/NN ,/, which/WDT was/VBD touched/VBN by/IN fans/NNS at/IN the/DT top/NN of/IN the/DT scoreboard/NN in/IN right/NN ./."
565,9 - Cedric Pioline ( France ) beat Gregory Carraz ( France ) 7-6,9/CD -/: Cedric/JJ Pioline/NNP (/( France/NNP )/) beat/VBD Gregory/NNP Carraz/NNP (/( France/NNP )/) 7-6/NN
566,The man drew attention to himself in the North Island town of Tauranga while trying to reverse his car out of a pothole on Saturday night .,The/DT man/NN drew/VBD attention/NN to/TO himself/PRP in/IN the/DT North/NNP Island/NNP town/NN of/IN Tauranga/NNP while/IN trying/VBG to/TO reverse/VB his/PRP$ car/NN out/IN of/IN a/DT pothole/NN on/IN Saturday/NNP night/NN ./.
567,Acting Socialist leader Servet Pellumbi has said he too will urge the party to scrap the ideas of Karl Marx at the congress .,Acting/VBG Socialist/JJ leader/NN Servet/NNP Pellumbi/NNP has/VBZ said/VBD he/PRP too/RB will/MD urge/VB the/DT party/NN to/TO scrap/VB the/DT ideas/NNS of/IN Karl/NNP Marx/NNP at/IN the/DT congress/NN ./.
568,The question is being studied separately by two EU scientific committees .,The/DT question/NN is/VBZ being/VBG studied/VBN separately/RB by/IN two/CD EU/NNP scientific/JJ committees/NNS ./.
569,Thomas Daschle .,Thomas/NNP Daschle/NNP ./.
570,Banking group ING traded ex-dividend today and finished 0.60 guilders weaker at 52.90 as a result .,Banking/VBG group/NN ING/NNP traded/VBD ex-dividend/JJ today/NN and/CC finished/VBD 0.60/CD guilders/NNS weaker/JJR at/IN 52.90/CD as/IN a/DT result/NN ./.
571,CRICKET - ENGLISH COUNTY CHAMPIONSHIP SCORES .,CRICKET/NNP -/: ENGLISH/NNP COUNTY/NNP CHAMPIONSHIP/NNP SCORES/NNP ./.
572,Insurers ' five-10 and 10-15 day loans were made at a steady 8.0 percent after last week 's drop from an earlier 15 percent .,Insurers/NNS '/POS five-10/JJ and/CC 10-15/JJ day/NN loans/NNS were/VBD made/VBN at/IN a/DT steady/JJ 8.0/CD percent/NN after/IN last/JJ week/NN 's/POS drop/NN from/IN an/DT earlier/JJR 15/CD percent/NN ./.
573,""" It was always going to be a tough day with participation so low .",``/`` It/PRP was/VBD always/RB going/VBG to/TO be/VB a/DT tough/JJ day/NN with/IN participation/NN so/RB low/JJ ./.
574,Masterkova clearly enjoyed it .,Masterkova/NNP clearly/RB enjoyed/VBD it/PRP ./.
575,Florida boy kills himself before starting new school .,Florida/NNP boy/NN kills/NNS himself/PRP before/IN starting/VBG new/JJ school/NN ./.
576,- The government is facing extreme difficulties in meeting its revenue collections targets for 1996/97 .,-/: The/DT government/NN is/VBZ facing/VBG extreme/JJ difficulties/NNS in/IN meeting/VBG its/PRP$ revenue/NN collections/NNS targets/NNS for/IN 1996/97/CD ./.
577,MSK Zilina 4 0 0 4 0 6 0,MSK/NNP Zilina/NNP 4/CD 0/CD 0/CD 4/CD 0/CD 6/CD 0/CD
578,Dealers estimate that the shortfall will increase due to the inflow of funds before the end of the month .,Dealers/NNS estimate/VBP that/IN the/DT shortfall/NN will/MD increase/VB due/JJ to/TO the/DT inflow/NN of/IN funds/NNS before/IN the/DT end/NN of/IN the/DT month/NN ./.
579,Cleveland 12 DETROIT 2,Cleveland/NNP 12/CD DETROIT/NNP 2/CD
580,"Outlook for a bullish cattle-on-feed report is also expected to lend support and prompt some bull spreading , analysts said .","Outlook/NN for/IN a/DT bullish/JJ cattle-on-feed/JJ report/NN is/VBZ also/RB expected/VBN to/TO lend/VB support/NN and/CC prompt/VB some/DT bull/NN spreading/NN ,/, analysts/NNS said/VBD ./."
581,"The work on black troops has provided new insight into the rhythms of plantation talk and culture , said John Simon , professor of history at Southern Illinois University at Carbondale and editor of Gen .","The/DT work/NN on/IN black/JJ troops/NN has/VBZ provided/VBN new/JJ insight/NN into/IN the/DT rhythms/NN of/IN plantation/NN talk/NN and/CC culture/NN ,/, said/VBD John/NNP Simon/NNP ,/, professor/NN of/IN history/NN at/IN Southern/NNP Illinois/NNP University/NNP at/IN Carbondale/NNP and/CC editor/NN of/IN Gen/NNP ./."
582,"Revs 20,167 18,623","Revs/NNP 20,167/CD 18,623/CD"
583,Rakow Czestochowa 7 2 1 4 6 10 7,Rakow/NNP Czestochowa/NNP 7/CD 2/CD 1/CD 4/CD 6/CD 10/CD 7/CD
584,CALL : Non-Callable NIC,CALL/NN :/: Non-Callable/JJ NIC/NNP
585,FISCAL AGENT - Tokyo-Mitsubishi Bank,FISCAL/NNP AGENT/NNP -/: Tokyo-Mitsubishi/NNP Bank/NNP
586,Zeng Yaqiong ( China ) beat Li Feng ( New Zealand ) 11-9 11-6,Zeng/NNP Yaqiong/NNP (/( China/NNP )/) beat/NN Li/NNP Feng/NNP (/( New/NNP Zealand/NNP )/) 11-9/CD 11-6/JJ
587,"Scifo ( Monaco ) , James Debbah ( Nice ) , Patrice Loko ( PSG ) ,","Scifo/NNP (/( Monaco/NNP )/) ,/, James/NNP Debbah/NNP (/( Nice/NNP )/) ,/, Patrice/NNP Loko/NNP (/( PSG/NNP )/) ,/,"
588,Shr C$ 0.04 C$ 0.08,Shr/NNP C/NNP $/$ 0.04/CD C/NNP $/$ 0.08/CD
589,"( Legia Warsaw ) , Ryszard Wieczorek ( Odra Wodzislaw )","(/( Legia/NNP Warsaw/NNP )/) ,/, Ryszard/NNP Wieczorek/NNP (/( Odra/NNP Wodzislaw/NNP )/)"
590,""" Those little seconds were like an hour to me , "" said Oncins , who promptly fired two serves barely contained by the baseline as he frittered away his best chance .","``/`` Those/DT little/JJ seconds/NNS were/VBD like/IN an/DT hour/NN to/TO me/PRP ,/, ``/`` said/VBD Oncins/NNP ,/, who/WP promptly/RB fired/VBD two/CD serves/NNS barely/RB contained/VBN by/IN the/DT baseline/NN as/IN he/PRP frittered/VBD away/RP his/PRP$ best/JJS chance/NN ./."
591,HONG KONG 1996-08-27,HONG/NNP KONG/NNP 1996-08-27/JJ
592,"U.S. wheat major net sales activity in the week ended Aug 22 reported by exporters for the following purchasing countries , in tonnes :","U.S./NNP wheat/NN major/JJ net/JJ sales/NNS activity/NN in/IN the/DT week/NN ended/VBD Aug/NNP 22/CD reported/VBN by/IN exporters/NNS for/IN the/DT following/JJ purchasing/NN countries/NNS ,/, in/IN tonnes/NNS :/:"
593,Davenport had drawn one of the toughest first-round assignments of any of the seeded players in 17th-ranked Karina Habsudova of Slovakia .,Davenport/NNP had/VBD drawn/VBN one/CD of/IN the/DT toughest/JJS first-round/JJ assignments/NNS of/IN any/DT of/IN the/DT seeded/JJ players/NNS in/IN 17th-ranked/JJ Karina/NNP Habsudova/NNP of/IN Slovakia/NNP ./.
594,ZIFA vice-chairman Vincent Pamire said Grobbelaar would take charge for a match against Tanzania in Harare on September 29 in the five-nation Castle Cup of Africa tournament and an African Nations ' Cup first round qualifier against Sudan in Khartoum on October 5 .,ZIFA/NNP vice-chairman/JJ Vincent/NNP Pamire/NNP said/VBD Grobbelaar/NNP would/MD take/VB charge/NN for/IN a/DT match/NN against/IN Tanzania/NNP in/IN Harare/NNP on/IN September/NNP 29/CD in/IN the/DT five-nation/NN Castle/NNP Cup/NNP of/IN Africa/NNP tournament/NN and/CC an/DT African/JJ Nations/NNP '/POS Cup/NNP first/RB round/VBD qualifier/JJR against/IN Sudan/NNP in/IN Khartoum/NNP on/IN October/NNP 5/CD ./.
595,BASEBALL - MAJOR LEAGUE RESULTS MONDAY .,BASEBALL/NNP -/: MAJOR/NNP LEAGUE/NNP RESULTS/NNP MONDAY/NNP ./.
596,Over a dozen peace deals have collapsed .,Over/IN a/DT dozen/NN peace/NN deals/NNS have/VBP collapsed/VBN ./.
597,Ukraine hails peace as marks five-year independence .,Ukraine/NNP hails/VBZ peace/NN as/IN marks/NNS five-year/JJ independence/NN ./.
598,"team has the same number of wins and points , precedence goes to","team/NN has/VBZ the/DT same/JJ number/NN of/IN wins/NNS and/CC points/NNS ,/, precedence/NN goes/VBZ to/TO"
599,"Liam caught a taxi back to London saying he had "" problems at home "" .",Liam/NNP caught/VBD a/DT taxi/NN back/RB to/TO London/NNP saying/VBG he/PRP had/VBD ``/`` problems/NNS at/IN home/NN ``/`` ./.
600,HONG KONG 1996-08-29,HONG/NNP KONG/NNP 1996-08-29/JJ
601,"Attendance : 25,000","Attendance/NN :/: 25,000/CD"
602,"LAS CRUCES , N.M. 1996-08-22","LAS/NNP CRUCES/NNP ,/, N.M./NNP 1996-08-22/CD"
603,Kankkunen has set an astonishing pace for a driver who has not rallied for three months .,Kankkunen/NNP has/VBZ set/VBN an/DT astonishing/JJ pace/NN for/IN a/DT driver/NN who/WP has/VBZ not/RB rallied/VBN for/IN three/CD months/NNS ./.
604,"Net foreign debt May $ 14,390.7 million ( April $ 15,704.3 million )","Net/JJ foreign/JJ debt/NN May/NNP $/$ 14,390.7/CD million/CD (/( April/NNP $/$ 15,704.3/CD million/CD )/)"
605,SOCCER - ENGLISH SOCCER RESULTS .,SOCCER/NNP -/: ENGLISH/NNP SOCCER/NNP RESULTS/NNP ./.
606,Income Statement Data :,Income/NNP Statement/NNP Data/NNP :/:
607,"Machado , 19 , flew to Los Angeles after slipping away from the New Mexico desert town of Las Cruces , where she attended the 1996 Miss Teen USA pageant on Wednesday .","Machado/NNP ,/, 19/CD ,/, flew/VBD to/TO Los/NNP Angeles/NNP after/IN slipping/VBG away/RB from/IN the/DT New/NNP Mexico/NNP desert/JJ town/NN of/IN Las/NNP Cruces/NNP ,/, where/WRB she/PRP attended/VBD the/DT 1996/CD Miss/NNP Teen/NNP USA/NNP pageant/NN on/IN Wednesday/NNP ./."
608,Reuters has not verified these stories and does not vouch for their accuracy .,Reuters/NNS has/VBZ not/RB verified/VBN these/DT stories/NNS and/CC does/VBZ not/RB vouch/VB for/IN their/PRP$ accuracy/NN ./.
609,- Operating profit 9 vs 3,-/: Operating/NN profit/NN 9/CD vs/NN 3/CD
610,"The Socialists , reformed heirs to the communists , pulled out of the poll saying it was a sham .","The/DT Socialists/NNPS ,/, reformed/VBD heirs/NNS to/TO the/DT communists/NNS ,/, pulled/VBD out/IN of/IN the/DT poll/NN saying/VBG it/PRP was/VBD a/DT sham/NN ./."
611,"He had earlier visited Japan , South Korea and China .","He/PRP had/VBD earlier/RBR visited/VBN Japan/NNP ,/, South/NNP Korea/NNP and/CC China/NNP ./."
612,JOHANNESBURG 1996-08-28,JOHANNESBURG/NNP 1996-08-28/JJ
613,Aamir Sohail 6-1-17-0,Aamir/NNP Sohail/NNP 6-1-17-0/NN
614,R. Dravid not out 7,R./NNP Dravid/NNP not/RB out/IN 7/CD
615,OAKLAND 64 72 .471 12 1/2,OAKLAND/CC 64/CD 72/CD .471/JJ 12/CD 1/2/CD
616,He said the lifestyle associated with being Miss Universe could make routine exercise difficult .,He/PRP said/VBD the/DT lifestyle/NN associated/VBN with/IN being/VBG Miss/NNP Universe/NNP could/MD make/VB routine/JJ exercise/NN difficult/JJ ./.
617,Preston 0 Bristol Rovers 0,Preston/NNP 0/CD Bristol/NNP Rovers/NNPS 0/CD
618,HOEK LOOS H1 NET PROFIT 28.9 MLN GUILDERS .,HOEK/NNP LOOS/NNP H1/NNP NET/NNP PROFIT/NNP 28.9/CD MLN/NNP GUILDERS/NNP ./.
619,"But an attending doctor said Mother Teresa , who turns 86 next Tuesday , was conscious and in stable condition .","But/CC an/DT attending/NN doctor/NN said/VBD Mother/NNP Teresa/NNP ,/, who/WP turns/VBZ 86/CD next/JJ Tuesday/NNP ,/, was/VBD conscious/JJ and/CC in/IN stable/JJ condition/NN ./."
620,ATHLETICS - CHRISTIE AND JOHNSON ASKED TO JOIN OWENS ' TRIBUTE .,ATHLETICS/NNP -/: CHRISTIE/NNP AND/NNP JOHNSON/NNP ASKED/NNP TO/NNP JOIN/NNP OWENS/NNP '/POS TRIBUTE/NNP ./.
