id,text,label,score
8646,"pretentious , untalented artistes who enjoy moaning about their cruel fate ",negative,-0.25
8647,an intriguing story of maternal instincts and ,positive,0.0
8648,"it might not be 1970s animation , but everything else about it is straight from the saturday morning cartoons -- a retread story , bad writing , and the same old silliness ",negative,-0.6956
8649,can report that it is instead a cheap cliché ,positive,0.0
8650,that stealing harvard is a horrible movie -- if only it were that grand a failure ,negative,-0.8176
8651,showcases the city 's old-world charm before machines change nearly everything ,positive,0.4019
8652,", it offers much to absorb and even more to think about after the final frame . ",positive,0.0
8653,"is intriguing , provocative stuff . ",positive,0.0
8654,a simple message ,positive,0.0
8655,to blow it ,positive,0.0
8656,effortless performance ,positive,0.0
8657,in the `` soon-to-be-forgettable '' section of the quirky rip-off prison ,negative,-0.5106
8658,of a depressed fifteen-year-old 's suicidal poetry ,negative,-0.8316
8659,hot ,positive,0.0
8660,interesting story ,positive,0.4019
8661,at a slice of counterculture that might be best forgotten ,positive,0.5106
8662,"is ultimately effective enough at achieving the modest , crowd-pleasing goals it sets for itself . ",positive,0.4767
8663,screenplay to keep the film entertaining ,positive,0.4404
8664,"silly stuff , all mixed up together like a term paper from a kid who ca n't quite distinguish one sci-fi work from another ",positive,0.3818
8665,"decides whether it wants to be a black comedy , drama , melodrama or some combination of the three . ",positive,0.3612
8666,dying ,positive,0.0
8667,strangely moved by even the corniest and most hackneyed contrivances ,negative,-0.296
8668,", he showcases davies as a young woman of great charm , generosity and diplomacy ",positive,0.8779
8669,add up to a biting satire that has no teeth ,negative,-0.296
8670,can impart an almost visceral sense of dislocation and change . ,positive,0.0
8671,be in video stores by christmas ,positive,0.0
8672,it was written for no one ,negative,-0.296
8673,a comedic moment ,positive,0.4019
8674,"does all of this , and more , while remaining one of the most savagely hilarious social critics this side of jonathan swift . ",negative,-0.2298
8675,truly annoying pitch ,positive,0.0516
8676,"leave it to john sayles to take on developers , the chamber of commerce , tourism , historical pageants , and commercialism all in the same movie ... without neglecting character development for even one minute . ",positive,0.2635
8677,'s good to see michael caine whipping out the dirty words and punching people in the stomach again . ,positive,0.0
8678,'s gone to manhattan and hell ,negative,-0.6808
8679,a typical bible killer story ,negative,-0.6486
8680,why the whole is so often less than the sum of its parts in today 's hollywood ,positive,0.0
8681,well-crafted ,positive,0.0
8682,based on a true and historically significant story ,positive,0.5574
8683,this is a shrewd and effective film from a director who understands how to create and sustain a mood . ,positive,0.6369
8684,into the upper echelons of the directing world ,positive,0.0
8685,what you expect is just what you get ... assuming the bar of expectations has n't been raised above sixth-grade height . ,positive,0.0
8686,something for everyone ,positive,0.0
8687,reminds me of a vastly improved germanic version of my big fat greek wedding -- ,positive,0.4767
8688,traditional layers of awakening and ripening and separation and recovery ,positive,0.0
8689,french coming-of-age import ,positive,0.0
8690,"the moment when a woman 's life , out of a deep-seated , emotional need , is about to turn onto a different path ",positive,0.1531
8691,the power of this movie ,positive,0.0
8692,bertrand tavernier 's oft-brilliant safe conduct ( `` laissez-passer '' ) wears its heart on its sleeve ,positive,0.4404
8693,"satisfies -- from its ripe recipe , inspiring ingredients , certified ",positive,0.6808
8694,"the auditorium feeling dizzy , confused , and totally disorientated ",negative,-0.4019
8695,gorgeous to look at ,positive,0.6124
8696,"or , worse yet , nonexistent -- ",negative,-0.4767
8697,as imaginative as one might have hoped ,positive,0.3818
8698,", mind-numbingly , indescribably bad ",negative,-0.5423
8699,the unbearable lightness of being ,positive,0.0
8700,an actual vietnam war combat movie ,negative,-0.743
8701,washington most certainly has a new career ahead of him ,positive,0.4005
8702,a wild ride that relies on more than special effects ,positive,0.4549
8703,dragon ,positive,0.0
8704,"it sounds , but strikes a tone that 's alternately melancholic , hopeful and strangely funny ",positive,0.4215
8705,'s a hellish ,negative,-0.6369
8706,"satin rouge is not a new , or inventive , journey , but ",positive,0.0
8707,what begins as a conventional thriller evolves into a gorgeously atmospheric meditation on life-changing chance encounters . ,positive,0.6908
8708,your children will be occupied for 72 minutes . ,positive,0.0
8709,smoky and inviting ,positive,0.3182
8710,"a wild , endearing , masterful documentary ",positive,0.0
8711,"rodrigues 's beast-within metaphor is ultimately rather silly and overwrought , making the ambiguous ending seem goofy rather than provocative . ",positive,0.0258
8712,punitive minutes ,negative,-0.5106
8713,'d be lying if i said my ribcage did n't ache by the end of kung pow . ,negative,-0.2996
8714,showing honest emotions ,positive,0.5106
8715,"is that , by the end , no one in the audience or the film seems to really care ",positive,0.3167
8716,zero ,positive,0.0
8717,that 's a bad sign when they 're supposed to be having a collective heart attack ,negative,-0.765
8718,is a former film editor ,positive,0.0
8719,black hawk down and we ,positive,0.0
8720,babak payami 's boldly quirky iranian drama secret ballot ... a charming and evoking little ditty that manages to show the gentle and humane side of middle eastern world politics ,positive,0.8481
8721,laid-back ,positive,0.0
8722,"'s the element of condescension , ",positive,0.0
8723,beauty to behold ,positive,0.5859
8724,", even-flowing tone ",positive,0.0
8725,an unusual protagonist ( a kilt-wearing jackson ) and subject matter ,positive,0.0258
8726,"after you laugh once ( maybe twice ) , you will have completely forgotten the movie by the time you get back to your car in the parking lot . ",positive,0.3415
8727,often-funny comedy ,positive,0.3612
8728,"of the wise , wizened visitor from a faraway planet ",positive,0.4767
8729,is n't much to it . ,positive,0.0
8730,the film 's intimate camera work and searing performances ,positive,0.0
8731,work and 2002 's first great film ,positive,0.6249
8732,career-defining ,positive,0.0
8733,"at every opportunity to do something clever , the film goes right over the edge and kills every sense of believability ... all you have left ",positive,0.3182
8734,the viewer to doze off for a few minutes or make several runs to the concession stand and/or restroom and not feel as if he or she has missed anything ,negative,-0.296
8735,gadgets ,positive,0.0
8736,familiar and insufficiently cathartic ,positive,0.0
8737,vibrantly colored and ,positive,0.0
8738,in too many conflicts ,negative,-0.3818
8739,got as potent a topic as ever here ,positive,0.0
8740,", heartfelt , mesmerizing king lear ",positive,0.5423
8741,i 'm left slightly disappointed that it did n't . ,negative,-0.4228
8742,this trifling romantic comedy in which opposites attract for no better reason than that the screenplay demands it squanders the charms of stars hugh grant and sandra bullock . ,positive,0.9153
8743,the down-to-earth bullock ,positive,0.0
8744,"i did go back and check out the last 10 minutes , but these were more repulsive than the first 30 or 40 minutes . ",positive,0.0
8745,the seemingly irreconcilable situation ,positive,0.0
8746,dwindles ,positive,0.0
8747,it makes even elizabeth hurley seem graceless and ugly . ,negative,-0.5106
8748,"before it takes a sudden turn and devolves into a bizarre sort of romantic comedy , steven shainberg 's adaptation of mary gaitskill 's harrowing short story ... is a brilliantly played , deeply unsettling experience . ",positive,0.8405
8749,absorbing ,positive,0.0
8750,equally miserable ,negative,-0.4939
8751,gentle jesus ,positive,0.4404
8752,smeary ,positive,0.0
8753,too little excitement and zero compelling storyline ,positive,0.5868
8754,"absorbing , largely for its elegantly colorful look and sound ",positive,0.4404
8755,"whatever the movie 's sentimental , hypocritical lessons about sexism , its true colors come out in various wet t-shirt and shower scenes . ",positive,0.2732
8756,nothing more or less than an outright bodice-ripper ,positive,0.0
8757,of its execution and skill of its cast ,positive,0.0
8758,enough cool ,positive,0.3182
8759,laughed that hard in years ,positive,0.3818
8760,a serious contender for the title ,positive,0.0516
8761,pulls the strings that make williams sink into melancholia ,negative,-0.128
8762,has humor and heart and very talented young actors ,positive,0.6901
8763,"rather dull , unimaginative ",negative,-0.4019
8764,"tormented by his heritage , using his storytelling ability to honor the many faceless victims ",positive,0.4939
8765,byler is too savvy a filmmaker to let this morph into a typical romantic triangle . ,positive,0.4019
8766,"holmes has the screen presence to become a major-league leading lady , ( but ) ",positive,0.0
8767,highly gifted 12-year-old ,positive,0.0
8768,"that really , really , really good things can come in enormous packages ",positive,0.5768
8769,a music scene that transcends culture and race ,positive,0.0
8770,that takes too long to shake ,negative,-0.1779
8771,a lot more ,positive,0.0
8772,this choppy and sloppy affair ,positive,0.0
8773,frustratingly unconvincing ,negative,-0.4588
8774,a travesty of a transvestite comedy ,negative,-0.296
8775,thrown every suspenseful cliché in the book ,positive,0.0
8776,psychologically revealing ,positive,0.0
8777,in making me groggy ,positive,0.0
8778,"nicolas cage is n't the first actor to lead a group of talented friends astray , and this movie wo n't create a ruffle in what is already an erratic career ",positive,0.6794
8779,to change hackneyed concepts when it comes to dreaming up romantic comedies ,positive,0.6597
8780,"everything humanly possible to create characters who are sweet and believable , and are defeated by a screenplay that forces them into bizarre , implausible behavior ",negative,-0.0772
8781,the gifted pearce ,positive,0.0
8782,genuinely unnerving ,positive,0.0
8783,are less than adorable ,positive,0.4445
8784,for a film that has nothing ,positive,0.0
8785,it is cruel ,negative,-0.5859
8786,"a mix of the shining , the thing , and any naked teenagers horror flick ",negative,-0.5719
8787,achieves a level of connection and concern ,positive,0.0
8788,fudges fact and fancy with such confidence that we feel as if we 're seeing something purer than the real thing ,positive,0.5106
8789,the kind of obnoxious ,negative,-0.5095
8790,a masterpiece ,positive,0.6249
8791,"after all , he took three minutes of dialogue , 30 seconds of plot and turned them into a 90-minute movie that feels five hours long . ",positive,0.0
8792,as the cinematic equivalent of high humidity ,positive,0.0
8793,"passion , melodrama , sorrow , laugther , and tears cascade over the screen effortlessly ... ",negative,-0.3182
8794,"hollow , self-indulgent , and ",positive,0.0
8795,your interest until the end and even leaves you with a few lingering animated thoughts . ,positive,0.4588
8796,critic-proof ,positive,0.0
8797,that might have required genuine acting from ms. spears ,positive,0.0
8798,all its effective moments ,positive,0.4767
8799,are tops ,positive,0.5106
8800,hard to make the most of a bumper ,negative,-0.1027
8801,agreed ,positive,0.2732
8802,of familial separation and societal betrayal ,negative,-0.5859
8803,"that begins as a seven rip-off , only to switch to a mix of the shining , the thing , and any naked teenagers horror flick from the 1980s ",negative,-0.5719
8804,jokester highway patrolmen ,positive,0.3612
8805,"the story of trouble every day ... is so sketchy it amounts to little more than preliminary notes for a science-fiction horror film , and the movie 's fragmentary narrative style makes piecing the story together frustrating difficult . ",negative,-0.8957
8806,the nerve to speak up ,positive,0.0
8807,the humor is recognizably plympton ,positive,0.2732
8808,is where ararat went astray . ,positive,0.0
8809,existentialism reminding of the discovery of the wizard of god ,positive,0.2732
8810,lies a plot cobbled together from largely flat and uncreative moments . ,negative,-0.4215
8811,", provocative and prescient ",positive,0.0
8812,"it 's something of the ultimate scorsese film , with all the stomach-turning violence , colorful new york gang lore and other hallmarks of his personal cinema painted on their largest-ever historical canvas . ",negative,-0.6249
8813,contemplation ,positive,0.0
8814,weave a protective cocoon around his own ego ,positive,0.0
8815,dream ,positive,0.25
8816,you watch them clumsily mugging their way through snow dogs ,positive,0.0
8817,"it is impossible to find the film anything but appalling , shamelessly manipulative and contrived , and totally lacking in conviction ",negative,-0.7469
8818,soul-stirring documentary ,positive,0.0
8819,to entertain ,positive,0.3182
8820,disgusting to begin with ,negative,-0.5267
8821,the trashy teen-sleaze equivalent ,positive,0.0
8822,i 'll go out on a limb . ,positive,0.0
8823,the most brilliant work ,positive,0.624
8824,terrible movie ,negative,-0.4767
8825,"he 's now , more than ever , choosing his roles with the precision of the insurance actuary ",positive,0.0
8826,heartening ,positive,0.0
8827,more ambivalent set ,positive,0.2006
8828,probes in a light-hearted way the romantic problems of individuals ,positive,0.0
8829,-- and long -- for its own good ,positive,0.4404
8830,if that 's not too glorified a term ,negative,-0.4023
8831,"of the best films of the year with its exquisite acting , inventive screenplay , mesmerizing music , and many inimitable scenes ",positive,0.6369
8832,"offers no easy , comfortable resolution ",positive,0.6124
8833,"as well-written as sexy beast , not as gloriously flippant as lock , stock and two smoking barrels , but stylish and moody ",negative,-0.4807
8834,yet this grating showcase ,negative,-0.1027
8835,too safe ,positive,0.4404
8836,the results are honest ,positive,0.5106
8837,as a visionary with a tale full of nuance and character dimension ,positive,0.5267
8838,'s a cool event for the whole family . ,positive,0.3182
8839,pushiness and decibel volume ,positive,0.0
8840,grow boring ,negative,-0.3182
8841,"an inuit masterpiece that will give you goosebumps as its uncanny tale of love , communal discord , and justice ",positive,0.875
8842,another boorish movie ,positive,0.0
8843,"the script 's judgment and sense of weight is way , way off . ",positive,0.0
8844,obscenely bad ,negative,-0.5423
8845,"if cinema had been around to capture the chaos of france in the 1790 's , one imagines the result would look like something like this . ",positive,0.0772
8846,hollywood movie ,positive,0.0
8847,"strikes a defiantly retro chord , and outpaces its contemporaries with daring and verve ",positive,0.0
8848,tsai 's usual style and themes ,positive,0.0
8849,surprisingly brilliant ,positive,0.7184
8850,it 's also not very good . ,negative,-0.3865
8851,the dynamic first act ,positive,0.3818
8852,'s exactly the kind of movie toback 's detractors always accuse him of making . ,negative,-0.2023
8853,"a beautiful , timeless and universal tale of heated passions -- ",positive,0.7964
8854,can get your money back ,positive,0.0
8855,halfway through this picture i was beginning to hate it ,negative,-0.5719
8856,delivers the sexy razzle-dazzle ,positive,0.5267
8857,"hold dear about cinema , ",positive,0.3818
8858,"newcastle , the first half of gangster no. 1 drips with style and ",negative,-0.296
8859,"will have been discovered , indulged in and rejected as boring before i see this piece of crap again . ",negative,-0.802
8860,poignant and ,positive,0.0
8861,gives the lie to many clichés ,positive,0.0
8862,"dong never pushes for insights beyond the superficial tensions of the dynamic he 's dissecting , and the film settles too easily along the contours of expectation . ",positive,0.3182
8863,a stirring visual sequence ,positive,0.0
8864,"the movie does its best to work us over , with second helpings of love , romance , tragedy , false dawns , real dawns , comic relief , two separate crises during marriage ceremonies , and the lush scenery of the cotswolds . ",positive,0.8934
8865,get a cinematic postcard that 's superficial and unrealized ,positive,0.0
8866,flashes of warmth and gentle humor ,positive,0.7906
8867,"lags badly in the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of run lola run ",negative,-0.25
8868,i ca n't see why any actor of talent would ever work in a mcculloch production again if they looked at how this movie turned out . ,positive,0.4215
8869,exceptional lead performances ,positive,0.0
8870,lies in the ease with which it integrates thoughtfulness and pasta-fagioli comedy ,positive,0.6249
8871,it makes my big fat greek wedding look like an apartheid drama ,positive,0.3612
8872,the power-lunchers do n't care to understand ,negative,-0.3875
8873,the best 60 minutes ,positive,0.6369
8874,"i have always appreciated a smartly written motion picture , ",positive,0.7003
8875,-- that you should never forget ,positive,0.1695
8876,", then go see this delightful comedy . ",positive,0.7906
8877,gratingly unfunny ,negative,-0.0516
8878,of softheaded metaphysical claptrap ,positive,0.0
8879,an unimaginative screenwriter 's ,positive,0.0
8880,will still come away with a sense of his reserved but existential poignancy . ,positive,0.0
8881,is a case of too many chefs fussing over too weak a recipe . ,negative,-0.4404
8882,"while the material is slight , the movie is better than you might think . ",positive,0.4404
8883,salvation and good intentions ,positive,0.4404
8884,sports extravaganza ,positive,0.0
8885,desiccated talent ,positive,0.4215
8886,the film is way too full of itself ; it 's stuffy and pretentious in a give-me-an-oscar kind of way ,positive,0.0
8887,75 wasted minutes of sandler as the voice-over hero in columbia pictures ' perverse idea of an animated holiday movie ,positive,0.0772
8888,none of the plot ` surprises ' ,positive,0.2263
8889,too neat and new pin-like ,positive,0.4588
8890,such a fine idea ,positive,0.2023
8891,look sophisticated ,positive,0.5574
8892,return ticket ,positive,0.0
8893,the marvelous first 101 minutes have to be combined with the misconceived final 5 ,positive,0.5994
8894,in trouble every day ,negative,-0.4019
8895,mistake . ,negative,-0.34
8896,", the movie makes two hours feel like four . ",positive,0.3612
8897,failure to construct a story with even a trace of dramatic interest ,negative,-0.0772
8898,if oscar had a category called best bad film you thought was going to be really awful but was n't ,negative,-0.2014
8899,easier to digest ,positive,0.4215
8900,"clumsy dialogue , heavy-handed phoney-feeling sentiment , and ",positive,0.0
8901,hollywood too long has ignored ,negative,-0.3182
8902,this frozen tundra soap opera ,positive,0.0
8903,"swinging , the film makes it seem , is not a hobby that attracts the young and fit . ",positive,0.0624
8904,enhances the excellent performances ,positive,0.5719
8905,a much better mother-daughter tale ,positive,0.4404
8906,"these characters are so well established that the gang feels comfortable with taking insane liberties and doing the goofiest stuff out of left field , and i 'm all for that . ",positive,0.7678
8907,tired old vision ,negative,-0.2263
8908,be the cat 's meow ,positive,0.0
8909,"by turns pretentious , fascinating , ludicrous , provocative and vainglorious . ",positive,0.25
8910,smarter ,positive,0.4588
8911,sent back to the tailor for some major alterations ,positive,0.0
8912,of 2-day old coke ,positive,0.0
8913,still fun and enjoyable and so aggressively silly ,positive,0.6105
8914,"like the logical , unforced continuation of the careers of a pair of spy kids ",positive,0.3612
8915,", you still have to see this ! ",positive,0.0
8916,in the way of a too-conscientious adaptation ,positive,0.0
8917,"which , while it may not rival the filmmaker 's period pieces , is still very much worth seeing ",positive,0.2911
8918,a fairly impressive debut ,positive,0.5106
8919,i would go back and choose to skip it . ,positive,0.0
8920,"'s as lumpy as two-day old porridge ... the filmmakers ' paws , sad to say , were all over this `` un-bear-able '' project ",negative,-0.4767
8921,a valiant effort to understand everyone 's point of view ,positive,0.0
8922,a party-hearty teen flick that scalds like acid . ,positive,0.3612
8923,to seek and strike just the right tone ,negative,-0.128
8924,"from both a great and a terrible story , mr. nelson has made a film that is an undeniably worthy and devastating experience . ",negative,-0.1027
8925,so poorly paced you could fit all of pootie tang in between its punchlines ,positive,0.3612
8926,jackass is a vulgar ,negative,-0.4215
8927,"an inept , tedious spoof ",positive,0.0
8928,layer upon layer of action man cliché atop wooden dialogue and a shifting tone that falls far short of the peculiarly moral amorality of ( woo 's ) best work ,positive,0.6597
8929,"'s fun , ",positive,0.5106
8930,with such provocative material ,positive,0.0
8931,"the appeal of the vulgar , sexist , racist humor went over my head or -- considering just how low brow it is -- perhaps it snuck under my feet ",negative,-0.6124
8932,"not everyone will welcome or accept the trials of henry kissinger as faithful portraiture , but few can argue that the debate it joins is a necessary and timely one . ",negative,-0.2709
8933,incessant use ,positive,0.0
8934,one of the more glaring signs of this movie 's servitude to its superstar is the way it skirts around any scenes that might have required genuine acting from ms. spears . ,positive,0.0
8935,amazing finesse ,positive,0.5859
8936,"just more of the same , ",positive,0.0
8937,are puerile ,positive,0.0
8938,stories drowned by all too clever complexity ,negative,-0.2263
8939,well-done ,positive,0.0
8940,lukewarm and ,positive,0.0
8941,to the divine calling of education and a demonstration of the painstaking ,positive,0.6124
8942,"a very distinctive sensibility , working to develop her own film language with conspicuous success ",positive,0.5719
8943,"generous , inspiring film ",positive,0.7269
8944,", touching , dramatically forceful , and beautifully shot ",positive,0.5719
8945,"as they come , already having been recycled more times than i 'd care to count ",positive,0.4939
8946,has secrets buried at the heart of his story and knows how to take time revealing them ,positive,0.0
8947,witty dialog between realistic characters ,positive,0.0
8948,a perfect wildean actor ,positive,0.5719
8949,does n't sustain a high enough level of invention . ,positive,0.0
8950,uninspired philosophical ,positive,0.0
8951,"is the kind of movie during which you want to bang your head on the seat in front of you , at its cluelessness , at its idiocy , at its utterly misplaced earnestness ",positive,0.0772
8952,"less a story than an inexplicable nightmare , right down to the population 's shrugging acceptance to each new horror . ",negative,-0.1779
8953,does steven seagal come across these days ? ,positive,0.0
8954,create something original ,positive,0.5267
8955,every conceivable mistake a director could make in filming opera ,negative,-0.34
8956,'s probably not easy to make such a worthless film ... ,negative,-0.6492
8957,vile enough ,negative,-0.6249
8958,"some kid who ca n't act , only echoes of jordan , ",positive,0.0
8959,is more accurately chabrolian . ,positive,0.0
8960,nothing more than the latest schwarzenegger or stallone ,positive,0.0
8961,"` the war of the roses , ' trailer-trash style . ",negative,-0.5994
8962,"girlfriends are bad , wives are worse and babies are the kiss of death in this bitter italian comedy ",negative,-0.8979
8963,quirky comedy ,positive,0.3612
8964,delightfully quirky movie to be made from curling ,positive,0.5719
8965,"a distinctly mixed bag , the occasional bursts of sharp writing alternating with lots of sloppiness ",positive,0.0
8966,endearing . ,positive,0.0
8967,a smug and convoluted action-comedy that does n't allow an earnest moment to pass without reminding audiences that it 's only a movie . ,negative,-0.3753
8968,a whale of a good time for both children and parents ,positive,0.4404
8969,beautifully crafted and cooly unsettling ... recreates ,positive,0.5719
8970,of the credit for the film 's winning tone ,positive,0.7184
8971,"saved if the director , tom dey , had spliced together bits and pieces of midnight run and 48 hours ( and , for that matter , shrek ) ",positive,0.4404
8972,an awful sour taste ,negative,-0.4588
8973,"he had a bad run in the market or a costly divorce , because there is no earthly reason other than money why this distinguished actor would stoop so low ",negative,-0.8334
8974,trash ,positive,0.0
8975,'ve completely ,positive,0.0
8976,"have the necessary self-control to guide a loose , poorly structured film through the pitfalls of incoherence and redundancy ",negative,-0.3182
8977,is ) looking down at your watch and realizing serving sara is n't even halfway through . ,positive,0.0
8978,strikes hardest ... when it reminds you how pertinent its dynamics remain ,negative,-0.1027
8979,overly old-fashioned ,positive,0.0
8980,"makes us see familiar issues , like racism and homophobia , in a fresh way . ",negative,-0.0772
8981,to admit i walked out of runteldat ,positive,0.2023
8982,flatter ,positive,0.1027
8983,"it 's funny and human and really pretty damned wonderful , all at once . ",positive,0.8166
8984,get out your pooper-scoopers ,positive,0.0
8985,has all the sibling rivalry and general family chaos to which anyone can relate ,negative,-0.5719
8986,"it 's pretty linear and only makeup-deep , ",positive,0.4939
8987,"totally overwrought , deeply biased , and wholly designed to make you feel guilty about ignoring what the filmmakers clearly believe ",negative,-0.6659
8988,carries a little too much ai n't - she-cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff ,negative,-0.1531
8989,"its use of the thriller form to examine the labyrinthine ways in which people 's lives cross and change , ",positive,0.1027
8990,'s nothing more satisfying during a summer of event movies than a spy thriller like the bourne identity that 's packed with just as much intelligence as action ,positive,0.5111
8991,in its sparkling beauty ,positive,0.7184
8992,"cold , gray , antiseptic ",positive,0.0
8993,"a badly edited , 91-minute trailer ( and ) ",negative,-0.4767
8994,do n't have a clue on the park . ,positive,0.0
8995,thurman and lewis give what can easily be considered career-best performances ,positive,0.34
8996,anemic ,positive,0.0
8997,other than the very sluggish pace ) ,negative,-0.4576
8998,final verdict : you 've seen it all before . ,positive,0.1531
8999,he or anyone else ,positive,0.0
9000,comes out on video ,positive,0.0
9001,more ways ,positive,0.0
9002,devos and cassel have tremendous chemistry -- ,positive,0.0
9003,"adams just copies from various sources -- good sources , bad mixture ",negative,-0.1531
9004,"frenetic , funny , even punny 6 ",positive,0.4404
9005,"inspire anything more than a visit to mcdonald 's , let alone ",positive,0.4019
9006,'s hardly a necessary enterprise . ,positive,0.0
9007,stays close to the ground in a spare and simple manner and ,positive,0.0
9008,"if mostly martha is mostly unsurprising , it 's still a sweet , even delectable diversion . ",positive,0.7845
9009,a clever exercise in neo-hitchcockianism ,positive,0.4588
9010,overcome his personal obstacles and ,negative,-0.3818
9011,a scummy ripoff of david cronenberg 's brilliant ` videodrome ,positive,0.5859
9012,as the lousy tarantino imitations have subsided ,negative,-0.5423
9013,bring new energy to the familiar topic of office politics ,positive,0.2732
9014,huge-screen format to make an old-fashioned nature film that educates viewers with words and pictures while entertaining them ,positive,0.4404
9015,which is paper-thin and decidedly unoriginal ,positive,0.0
9016,finds a way to make j.k. rowling 's marvelous series into a deadly bore . ,positive,0.4404
9017,will likely set the cause of woman warriors back decades ,positive,0.0
9018,hide new secretions ,negative,-0.1779
9019,"into a poem of art , music and metaphor ",positive,0.0
9020,"spider-man is better than any summer blockbuster we had to endure last summer , and hopefully , sets the tone for a summer of good stuff . ",positive,0.9081
9021,drag it down to mediocrity ,negative,-0.296
9022,tiresome ugliness ,negative,-0.5719
9023,the light comedic work of zhao benshan and the delicate ways of dong jie ,positive,0.4404
9024,can sound so dull ,negative,-0.541
9025,brow ,positive,0.0
9026,"is unusual , food-for-thought cinema that 's as entertaining as it is instructive ",positive,0.4404
9027,a certain sense of experimentation and improvisation ,positive,0.2732
9028,rich veins of funny stuff in this movie ,positive,0.7579
9029,that will have you at the edge of your seat for long stretches ,positive,0.0
9030,"unfortunately , it runs for 170 ",negative,-0.34
9031,"though ford and neeson capably hold our interest , but its just not a thrilling movie ",negative,-0.325
9032,", clumsily staged violence overshadows everything , including most of the actors . ",negative,-0.6249
9033,for some major alterations ,positive,0.0
9034,returning director rob minkoff ... and screenwriter bruce joel rubin ,negative,-0.5574
9035,maybe because it echoes the by now intolerable morbidity of so many recent movies ,positive,0.0
9036,is so charmless and vacant ,negative,-0.4754
9037,samuel l. jackson is one of the best actors there is . ,positive,0.6369
9038,the characters seem one-dimensional ,positive,0.0
9039,shorter than britney 's cutoffs ,positive,0.0
9040,of inexcusable dumb innocence ,negative,-0.1779
9041,little film noir organized crime story ,negative,-0.5423
9042,explores the awful complications of one terrifying day ,negative,-0.7717
9043,is an unpleasantly shallow and immature character with whom to spend 110 claustrophobic minutes . ,positive,0.0
9044,to some talented performers ,positive,0.5106
9045,he 's made at least one damn fine horror movie ,negative,-0.6808
9046,raucous and sappy ,negative,-0.25
9047,a strong first act and ,positive,0.5106
9048,brian tufano 's handsome widescreen photography and paul grabowsky 's excellent music ,positive,0.7845
9049,skip but film buffs should get to know ,positive,0.0
9050,some people march to the beat of a different drum ,positive,0.0
9051,is paced at a speed that is slow to those of us in middle age and deathly slow to any teen . ,positive,0.0
9052,something awfully deadly about any movie with a life-affirming message ,positive,0.0
9053,beneath it ,positive,0.0
9054,strange film ,negative,-0.2023
9055,of grace ,positive,0.4215
9056,of those films that aims to confuse ,negative,-0.2263
9057,", hypocritical ",negative,-0.4588
9058,feel sorry for mick jagger 's sex life ,negative,-0.0772
9059,is to substitute plot for personality . ,positive,0.0
9060,"typed ` chris rock , ' ` anthony hopkins ' and ` terrorists ' into some univac-like script machine ",negative,-0.6249
9061,do n't see often enough these days ,positive,0.0
9062,ruins every single scene he 's in ,negative,-0.4404
9063,very best pictures ,positive,0.6697
9064,"be , by its art and heart , a necessary one ",positive,0.0
9065,this is not one of the movies you 'd want to watch if you only had a week to live . ,positive,0.0772
9066,bold colors ,positive,0.3818
9067,the very definition of epic adventure ,positive,0.3182
9068,"character portrait , romantic comedy ",positive,0.6369
9069,hip-hop fan to appreciate scratch ,positive,0.6124
9070,this dreck ,positive,0.0
9071,"complex , unpredictable character ",positive,0.0
9072,stay in touch with your own skin ,positive,0.0
9073,i suspect that you 'll be as bored watching morvern callar as the characters are in it . ,negative,-0.5106
9074,"crazy , mixed-up films ",negative,-0.34
9075,made all too clear in this schlocky horror/action hybrid ,positive,0.3818
9076,the peak of all things insipid ,negative,-0.4588
9077,and educational ! ,positive,0.0
9078,has been replaced by the bottom of the barrel ,positive,0.0
9079,that it might as well have been titled generic jennifer lopez romantic comedy ,positive,0.743
9080,perfectly executed and ,positive,0.6369
9081,about memory and regret ,negative,-0.4215
9082,"its story about a young chinese woman , ah na , who has come to new york city to replace past tragedy with the american dream ",negative,-0.5267
9083,go back to sleep . ,positive,0.0
9084,aimlessly and unsuccessfully ,negative,-0.4019
9085,play out realistically if not always fairly . ,positive,0.34
9086,"a wildly erratic drama with sequences that make you wince in embarrassment and others , thanks to the actors , that are quite touching . ",positive,0.0
9087,is delicately narrated by martin landau and directed with sensitivity and skill by dana janklowicz-mann . ,positive,0.25
9088,"just when you think you are making sense of it , something happens that tells you there is no sense . ",negative,-0.296
9089,spectacularly ugly-looking broad ,positive,0.0
9090,with a moral ,positive,0.0
9091,too much exploitation ,positive,0.0
9092,remains a perfect wildean actor ,positive,0.5719
9093,the film itself is small and shriveled ,positive,0.0
9094,"swooping down on a string of exotic locales , ",positive,0.0
9095,describing badness ,positive,0.0
9096,the characters are more deeply thought through than in most ` right-thinking ' films . ,positive,0.0
9097,film school undergrad ,positive,0.0
9098,its characters and communicates something ,positive,0.0
9099,a disaster ,negative,-0.6249
9100,another example of how sandler is losing his touch ,negative,-0.3818
9101,another entertaining romp from robert rodriguez . ,positive,0.4404
9102,in this oddly sweet comedy about jokester highway patrolmen ,positive,0.7906
9103,is one of the biggest disappointments of the year ,negative,-0.4588
9104,piles layer upon layer of action man cliché atop wooden dialogue and a shifting tone that falls far short of the peculiarly moral amorality of ( woo 's ) best work ,positive,0.6597
