id,pos_tags
344,"Mickelson/NNP then/RB set/VBD up/RP a/DT tap/NN in/IN birdie/NN on/IN the/DT 16th/JJ ,/, sending/VBG a/DT wedge/NN shot/NN to/TO 18/CD inches/NNS ./."
345,matches/NNS on/IN Saturday/NNP :/:
346,"The/DT French-educated/JJ ,/, former/JJ brother-in-law/NN of/IN Pol/NNP Pot/NNP was/VBD foreign/JJ minister/NN in/IN the/DT Khmer/NNP Rouge/NNP government/NN that/WDT ruled/VBD Cambodia/NNP and/CC was/VBD seen/VBN as/IN the/DT group/NN 's/POS second/JJ in/IN command/NN ./."
347,"The/DT NBH/NNP trade/NN data/NNS is/VBZ based/VBN on/IN cash/NN flow/NN ,/, MIT/NNP data/NNS on/IN customs/NNS statistics/NNS ./."
348,AMSTERDAM/NNP 1996-08-24/CD
349,"Soymeal/NN (/-LRB- in/IN rupees/NNS per/IN tonne/NN ,/, free/JJ on/IN rail-FOR/NN )/-RRB-"
350,Sweden/NNP 1/CD 1/CD 0/CD 0/CD 6/CD 1/CD 2/CD
351,News/NN of/IN the/DT secret/JJ trip/NN came/VBD after/IN Baker/NNP trashed/VBD the/DT Clinton/NNP administration/NN at/IN the/DT Republican/NNP National/NNP Convention/NNP two/CD weeks/NNS ago/RB for/IN its/PRP$ efforts/NNS to/TO nudge/VB Syria/NNP into/IN peace/NN with/IN Israel/NNP ./.
352,"A/DT small/JJ team/NN of/IN engineers/NNS from/IN Sun/NNP Microsystems/NNPS Inc./NNP 's/POS JavaSoft/NNP unit/NN said/VBD Sunday/NNP they/PRP have/VBP formed/VBN a/DT new/JJ company/NN ,/, dubbed/VBN Internet/NNP Startup/NNP ,/, to/TO build/VB Java/NNP infrastructure/NN software/NN ./."
353,NEW/NNP YORK/NNP 1996-08-26/CD
354,CAPE/NNP TOWN/NNP 1996-08-25/CD
355,NEW/NNP YORK/NNP 1996-08-24/CD
356,The/DT 53-year-old/JJ Johnson/NNP was/VBD hospitalized/VBN after/IN experiencing/VBG dizziness/NN ./.
357,8./CD Edouard/NNP Gritsoun/NNP (/-LRB- Russia/NNP )/-RRB- 4:26.467/CD
358,"As/IN to/TO fundamentals/NNS ,/, economists/NNS at/IN Credit/NNP Suisse/NNP said/VBD they/PRP expect/VBP the/DT country/NN 's/POS gross/JJ domestic/JJ product/NN to/TO be/VB flat/JJ to/TO negative/JJ in/IN 1996/CD ,/, and/CC to/TO grow/VB only/RB 0.6/CD percent/NN in/IN 1997/CD ./."
359,"``/`` We/PRP want/VBP to/TO pop/VB some/DT air/NN out/IN of/IN this/DT balloon/NN of/IN tension/NN that/WDT has/VBZ been/VBN blown/VBN up/RP around/IN September/NNP 15/CD ,/, ``/`` Cimicchi/NNP said/VBD ./."
360,7./CD Vaclavas/NNP Kidikas/NNP (/-LRB- Lithuania/NNP )/-RRB- 60.92/CD
361,Did/VBD not/RB qualify/VB (/-LRB- times/NNS did/VBD not/RB meet/VB qualifying/VBG standard/NN )/-RRB- :/:
362,"CARLSBAD/NNP ,/, California/NNP 1996-08-25/CD"
363,"We/PRP cannot/MD object/VB to/TO people/NNS wanting/VBG to/TO visit/VB Nigeria/NNP ,/, ``/`` Ikimi/NNP told/VBD Reuters/NNP by/IN telephone/NN from/IN the/DT capital/NN Abuja/NNP ./."
364,Martin/NNP Wolk/NNP
365,direct/JJ equity/NN trades/NNS made/VBN on/IN the/DT Prague/NNP Stock/NNP Exchange/NNP :/:
366,India/NNP fishermen/NNS say/VBP forced/VBN to/TO carry/VB Tamil/NNP refugees/NNS ./.
367,Baltika/NNP Kaliningrad/NNP 25/CD 8/CD 10/CD 7/CD 29/CD 26/CD 34/CD
368,Attendance/NN :/: 15,062/CD
369,Swindon/NNP 3/CD 1/CD 1/CD 1/CD 2/CD 3/CD 4/CD
370,"``/`` The/DT Indians/NNPS have/VBP awarded/VBN three/CD cargoes/NNS ,/, but/CC the/DT question/NN is/VBZ whether/IN they/PRP will/MD come/VB out/RP for/IN more/JJR ,/, ``/`` he/PRP added/VBD ./."
371,"Israeli/JJ Foreign/NNP Minister/NNP David/NNP Levy/NNP will/MD visit/VB Egypt/NNP this/DT Sunday/NNP for/IN talks/NNS with/IN President/NNP Hosni/NNP Mubarak/NNP ,/, the/DT Foreign/NNP Ministry/NNP said/VBD on/IN Wednesday/NNP ./."
372,"--/: Artyom/NNP Danielyan/NNP ,/, Moscow/NNP Newsroom/NNP ,/, +7095/CD 941/CD 8520/CD"
373,Struggling/VBG French/JJ first/JJ division/NN side/NN Nice/NNP on/IN Thursday/NNP announced/VBD they/PRP were/VBD parting/VBG with/IN coach/NN Albert/NNP Emon/NNP after/IN a/DT string/NN of/IN poor/JJ results/NNS ./.
374,Puerto/NNP Rico/NNP girl/NN has/VBZ surgery/NN for/IN hairy/JJ face/NN ./.
375,Clinton/NNP will/MD hit/VB the/DT road/NN on/IN Friday/NNP for/IN a/DT bus/NN tour/NN across/IN several/JJ states/NNS in/IN his/PRP$ fight/NN to/TO become/VB the/DT first/JJ Democratic/JJ incumbent/NN re-elected/VBN to/TO a/DT second/JJ term/NN since/IN the/DT days/NNS of/IN Franklin/NNP D./NNP Roosevelt/NNP ./.
376,"We/PRP want/VBP to/TO talk/VB to/TO him/PRP ,/, ``/`` Andrews/NNP said/VBD of/IN the/DT man/NN ./."
377,Toronto/NNP returned/VBD home/RB from/IN a/DT 10-game/JJ road/NN trip/NN and/CC won/VBD for/IN the/DT eighth/JJ time/NN in/IN nine/CD games/NNS as/IN Guzman/NNP (/-LRB- 11-8/CD )/-RRB- allowed/VBD nine/CD hits/NNS and/CC struck/VBD out/RP eight/CD without/IN a/DT walk/NN ./.
378,"ACC/NNP sold/VBD 9.4/CD million/CD tonnes/NNS in/IN 1995/96/CD ,/, retaining/VBG its/PRP$ top/JJ position/NN in/IN the/DT Indian/JJ cement/NN industry/NN ,/, Palkhivala/NNP said/VBD ./."
379,Men/NNS 's/POS singles/NNS
380,Goias/NNP 3/CD Sport/NNP Recife/NNP 1/CD
381,Portuguesa/NNP 3/CD Atletico/NNP Mineiro/NNP 1/CD
382,"Turnover/NN fell/VBD to/TO 937.891/CD million/CD yuan/NN from/IN 1.215/CD billion/CD ,/, while/IN net/JJ assets/NNS per/IN share/NN were/VBD 1.88/CD yuan/NN ,/, unchanged/JJ ,/, and/CC earnings/NNS per/IN share/NN fell/VBD to/TO 0.005/CD yuan/NN from/IN 0.02/CD yuan/NN ,/, the/DT statement/NN said/VBD ./."
383,DAY--COMPANY----PERIOD--CONSENSUS----RANGE-------PVS/NN
384,AMSTERDAM/NNP 1996-08-27/CD
385,Both/DT drugs/NNS are/VBP types/NNS of/IN interferon/NN ./.
386,SAN/NNP DIEGO/NNP 70/CD 59/CD .543/CD -/:
387,Stenning/NNP threw/VBD a/DT brick/NN through/IN the/DT window/NN of/IN a/DT van/NN in/IN February/NNP after/IN an/DT argument/NN with/IN a/DT driver/NN when/WRB he/PRP was/VBD working/VBG as/IN a/DT motorcycle/NN dispatch/NN rider/NN ./.
388,Results/NNS of/IN English/JJ first/JJ division/NN
389,Women/NNS 's/POS singles/NNS
390,North/NNP Melbourne/NNP 14.12/CD (/-LRB- 96/CD )/-RRB- Geelong/NNP 16.13/CD (/-LRB- 109/CD )/-RRB-
391,BASEBALL/NN -/: MAJOR/NNP LEAGUE/NNP RESULTS/NNS WEDNESDAY/NNP ./.
392,Princess/NNP Diana/NNP send/VB message/NN to/TO Mother/NNP Teresa/NNP ./.
393,BEIJING/NNP 1996-08-24/CD
394,"Gloria/NNP Bistrita/NNP -/: Ilie/NNP Lazar/NNP (/-LRB- 32nd/JJ )/-RRB- ,/, Eugen/NNP Voica/NNP (/-LRB- 84th/JJ )/-RRB-"
395,The/DT Security/NNP Council/NNP on/IN Friday/NNP asked/VBD Iraq/NNP to/TO stop/VB blocking/VBG arms/NNS inspectors/NNS search/NN for/IN concealed/VBN weapons/NNS or/CC materials/NNS they/PRP believe/VBP were/VBD being/VBG shuttled/VBN around/RB to/TO avoid/VB detection/NN ./.
396,Net/NN 1,196/CD 2,232/CD
397,Rabobank/NNP 's/POS net/JJ profit/NN was/VBD 1.43/CD billion/CD guilders/NNS in/IN 1995/CD ./.
398,"``/`` Morris/NNP has/VBZ been/VBN trying/VBG to/TO make/VB President/NNP Clinton/NNP a/DT Republican/NNP ,/, now/RB maybe/RB he/PRP 'll/MD revert/VB to/TO the/DT liberal/JJ Democrat/NNP that/IN he/PRP really/RB is/VBZ ,/, ``/`` Dole/NNP told/VBD reporters/NNS ./."
399,Division/NN three/CD
400,Formula/NNP Shell/NNP beat/VBD Ginebra/NNP San/NNP Miguel/NNP 89-86/CD (/-LRB- 45-46/CD half-time/NN )/-RRB-
401,Fortuna/NNP Duesseldorf/NNP 3/CD 1/CD 0/CD 2/CD 1/CD 7/CD 3/CD
402,Played/VBN on/IN Friday/NNP :/:
403,M./NNP Atherton/NNP c/NN Inzamam-ul-Haq/NNP b/NN Mushtaq/NNP Ahmed/NNP 43/CD
404,6./CD Mathias/NNP Ntawulikura/NNP (/-LRB- Rwanda/NNP )/-RRB- 27:25.48/CD
405,"The/DT premier/NN ,/, who/WP is/VBZ due/JJ to/TO meet/VB his/PRP$ Turkish/JJ counterpart/NN Necmettin/NNP Erbakan/NNP on/IN Tuesday/NNP ,/, will/MD also/RB be/VB discussing/VBG the/DT postponed/VBN Bosnian/JJ elections/NNS ,/, a/DT foreign/JJ ministry/NN official/NN said/VBD ./."
406,"``/``"
407,5./CD Lietti/NNP 8/CD
408,Constructorul/NNP win/VB on/IN away/RB goals/NNS rule/NN ./.
409,"Colombo/NNP estimates/VBZ more/JJR than/IN 50,000/CD people/NNS have/VBP been/VBN killed/VBN in/IN the/DT war/NN between/IN government/NN forces/NNS and/CC the/DT Liberation/NNP Tigers/NNPS of/IN Tamil/NNP Eelam/NNP rebels/NNS in/IN the/DT island/NN 's/POS north/NN and/CC east/NN ./."
410,St/NNP Pauli/NNP 4/CD 1/CD 1/CD 2/CD 7/CD 11/CD 4/CD
411,"NORTHAMPTON/NNP ,/, England/NNP 1996-08-28/CD"
412,Faction/NN fighting/NN and/CC an/DT orgy/NN of/IN looting/VBG in/IN the/DT capital/NN Monrovia/NNP in/IN April/NNP and/CC May/NNP killed/VBD hundreds/NNS of/IN people/NNS ./.
413,"Linford/NNP Christie/NNP has/VBZ confirmed/VBN he/PRP will/MD run/VB in/IN a/DT ``/`` Dream/NNP Team/NNP ``/`` sprint/NN relay/NN at/IN the/DT Berlin/NNP grand/JJ prix/NN athletics/NNS meeting/NN on/IN Friday/NNP ./."
414,matches/NNS on/IN Sunday/NNP :/:
415,Quake/NN shakes/VBZ Costa/NNP Rica/NNP during/IN Hashimoto/NNP visit/NN ./.
416,"Planted/VBN in/IN late/JJ summer/NN and/CC early/JJ autumn/NN ,/, the/DT grain/NN is/VBZ Ukraine/NNP 's/POS largest/JJS export/NN item/NN and/CC traditionally/RB grows/VBZ better/JJR than/IN summer/NN wheat/NN in/IN Ukraine/NNP 's/POS soil/NN ./."
417,"He/PRP painted/VBD a/DT scene/NN of/IN horrors/NNS he/PRP saw/VBD if/IN Republicans/NNPS controlled/VBD the/DT White/NNP House/NNP and/CC the/DT Congress/NNP they/PRP hold/VBP now/RB ./. ``/``"
418,"New/NNP Zealand/NNP Cricket/NNP said/VBD the/DT Sri/NNP Lankans/NNPS would/MD play/VB tests/NNS in/IN Hamilton/NNP and/CC Wellington/NNP and/CC one-dayers/NNS in/IN Auckland/NNP ,/, Christchurch/NNP and/CC Dunedin/NNP ,/, following/VBG hard/RB on/IN the/DT heels/NNS of/IN a/DT tour/NN by/IN England/NNP ./."
419,"HANOVER/NNP ,/, Germany/NNP 1996-08-27/CD"
420,"``/`` I/PRP think/VBP that/IN it/PRP would/MD be/VB very/RB difficult/JJ to/TO select/VB which/WDT municipal/JJ elections/NNS would/MD have/VB to/TO be/VB cancelled/VBN ./."
421,"``/`` They/PRP made/VBD me/PRP sign/VB an/DT undertaking/NN not/RB to/TO sell/VB the/DT books/NNS to/TO anyone/NN at/IN the/DT risk/NN of/IN legal/JJ action/NN ./."
422,-/: 2/CD Phil/NNP Mickelson/NNP through/IN 7/CD
423,Cur/NNP Acc/NNP (/-LRB- bln/CD pts/NNS )/-RRB- May/NNP -/: 9.5/CD -/: 42.0/CD -/: 110.4/CD -/: -/:
424,--/: Sydney/NNP Newsroom/NNP 61-2/CD 9373-1800/CD
425,No/DT going/VBG back/RB on/IN democracy/NN ;/: attempts/NNS to/TO tamper/VB with/IN security/NN and/CC stability/NN will/MD not/RB be/VB tolerated/VBN ./.
426,IRAQ/NNP
427,"Woosnam/NNP 70/CD 76/CD ,/, Miguel/NNP Angel/NNP Jimenez/NNP (/-LRB- Spain/NNP )/-RRB- 74/CD 72/CD ,/, Klas/NNP"
428,CURRENCIES/NNS AT/IN 1500/CD GMT/NNP
429,"The/DT poll/NN of/IN registered/VBN voters/NNS showed/VBD a/DT shift/NN in/IN favor/NN of/IN the/DT Democrats/NNPS in/IN the/DT elections/NNS for/IN House/NNP of/IN Representatives/NNPS ,/, with/IN 51/CD percent/NN saying/VBG that/IN if/IN the/DT vote/NN were/VBD today/NN they/PRP would/MD go/VB for/IN a/DT Democrat/NNP and/CC 41/CD percent/NN opting/VBG for/IN a/DT Republican/NNP ./."
430,Freiburg/NNP 3/CD 1/CD 0/CD 2/CD 5/CD 10/CD 3/CD
431,Jet/NN fuel/NN stocks/NNS lowered/VBD as/IN the/DT aviation/NN sector/NN bought/VBD ./.
432,CRICKET/NN -/: SRI/NNP LANKA/NNP BEAT/VBD INDIA/NNP BY/IN 9/CD WICKETS/NNS IN/IN ONE-DAY/JJ MATCH/NN ./.
433,matches/NNS played/VBN on/IN Wednesday/NNP :/:
434,Kispest/NNP 3/CD Pecs/NNP 1/CD
435,CHICAGO/NNP 8/CD Florida/NNP 3/CD
436,7./CD Tristan/NNP Hoffman/NNP (/-LRB- Neths/NNP )/-RRB- TVM/NNP same/JJ time/NN
437,"Muthiah/NNP Muralitharan/NNP ,/, Ravindra/NNP Pushpakumara/NNP"
438,"--/: Garry/NNP West/NNP ,/, Amsterdam/NNP newsroom/NN +31/CD 20/CD 504/CD 5000/CD"
439,"``/`` The/DT more/RBR important/JJ thing/NN for/IN me/PRP was/VBD to/TO get/VB them/PRP down/RB here/RB and/CC have/VB a/DT chat/NN ./."
440,7./CD Laban/NNP Rotich/NNP (/-LRB- Kenya/NNP )/-RRB- 3:34.12/CD
441,211/CD Robert/NNP Allenby/NNP (/-LRB- Australia/NNP )/-RRB- 69/CD 71/CD 71/CD
442,9./CD Agnieszka/NNP Godras/NNP (/-LRB- Poland/NNP )/-RRB- 8/CD
443,CHICAGO/NNP 1996-08-22/CD
444,U.S./NNP Midwest/NNP hog/NN market/NN seen/VBN steady/JJ Tuesday/NNP -/: trade/NN ./.
445,Scores/NNS of/IN software/NN and/CC hardware/NN companies/NNS that/WDT had/VBD hoped/VBN for/IN a/DT big/JJ boost/NN in/IN sales/NNS were/VBD disappointed/VBN when/WRB only/RB a/DT brief/JJ spike/NN materialized/VBD ./.
446,"--/: ``/`` Based/VBN on/IN our/PRP$ simulated/VBN production/NN ,/, income/NN and/CC cash/NN flow/NN models/NNS ,/, common/JJ shares/NNS of/IN Royal/NNP Oak/NNP are/VBP at/IN a/DT significant/JJ discount/NN to/TO the/DT industry/NN averages/NNS ,/, ``/`` EVEREN/NNP said/VBD ./."
447,"``/`` This/DT may/MD explain/VB some/DT mistakes/NNS against/IN some/DT journalists/NNS and/CC writers/NNS ,/, ``/`` he/PRP said/VBD ./."
448,KATHMANDU/NNP 1996-08-27/CD
449,Mandsaur/NNP 10/CD Yellow/JJ 12,600-12,750/CD 12,700-12,850/CD
450,TEXAS/NNP 75/CD 56/CD .573/CD -/:
451,*/SYM
452,"A/DT third/JJ well/NN drilled/VBN in/IN this/DT area/NN ,/, the/DT Trax/NNP et/FW al/FW Morinville/NNP 2-25/CD ,/, encountered/VBD the/DT Leduc/NNP Reef/NNP but/CC tested/VBD wet/JJ ./."
453,SOCCER/NN -/: UEFA/NNP REWARDS/VBZ THREE/CD COUNTRIES/NNS FOR/IN FAIR/NNP PLAY/NNP ./.
454,'/''
455,Adelaide/NNP 14.12/CD (/-LRB- 96/CD )/-RRB- Collingwood/NNP 24/CD ./.
456,2./CD Van/NNP Heeswijk/NNP 1/CD second/NN behind/IN
457,CRICKET/NN -/: POLICE/NN COMMANDOS/NNS ON/IN HAND/NN FOR/IN AUSTRALIANS/NNPS '/POS FIRST/JJ MATCH/NN ./.
458,"But/CC by/IN mid-August/NNP ,/, a/DT company/NN spokesman/NN said/VBD repairs/NNS had/VBD been/VBN carried/VBN out/RP without/IN any/DT shutdown/NN ./."
459,W/NN L/NN PCT/NN GB/NN
460,"Carlisle/NNP ,/, Hull/NNP v/IN Barnet/NNP ,/, Leyton/NNP Orient/NNP v/IN Hartlepool/NNP ,/, Mansfield/NNP v/IN"
461,"1886/CD -/: At/IN Skeleton/NNP Canyon/NNP in/IN Arizona/NNP ,/, Geronimo/NNP ,/, Apache/NNP chief/NN and/CC leader/NN of/IN the/DT last/JJ great/JJ Red/NNP Indian/JJ rebellion/NN finally/RB surrendered/VBD to/TO General/NNP Nelson/NNP Miles/NNP ./."
462,OFK/NNP Beograd/NNP 2/CD Mladost/NNP (/-LRB- BJ/NNP )/-RRB- 2/CD
463,"Political/JJ observers/NNS said/VBD the/DT turn-out/NN was/VBD disappointing/JJ for/IN a/DT city/NN of/IN about/RB 12/CD million/CD people/NNS ,/, possibly/RB indicating/VBG that/IN the/DT MQM/NNP ,/, although/IN a/DT member/NN of/IN the/DT opposition/NN alliance/NN ,/, had/VBD not/RB mobilised/VBN its/PRP$ supporters/NNS for/IN the/DT event/NN ./."
464,"We/PRP will/MD ask/VB the/DT (/-LRB- EU/NNP )/-RRB- scientific/JJ and/CC veterinary/JJ committee/NN to/TO examine/VB it/PRP ,/, ``/`` Commission/NNP spokesman/NN Gerard/NNP Kiely/NNP told/VBD Reuters/NNP ./."
465,"Two/CD Thai/JJ border/NN policemen/NNS were/VBD seriously/RB wounded/VBN on/IN Sunday/NNP when/WRB members/NNS of/IN a/DT Burmese/JJ rebel/NN splinter/NN faction/NN ambushed/VBD their/PRP$ patrol/NN in/IN northwest/JJS Thailand/NNP ,/, security/NN officers/NNS said/VBD ./."
466,Castleford/NNP 22/CD 9/CD 0/CD 13/CD 548/CD 599/CD 18/CD
467,A/DT header/NN from/IN Helmer/NNP and/CC an/DT acrobatic/JJ strike/NN from/IN Klinsmann/NNP gave/VBD Bayern/NNP a/DT two-goal/JJ cushion/NN at/IN halftime/NN ./.
468,+3/CD Anders/NNP Forsbrand/NNP (/-LRB- Sweden/NNP )/-RRB- through/IN 5/CD
469,Airdrieonians/NNPS 0/CD East/NNP Fife/NNP 0/CD
470,Club/NNP Brugge/NNP 4/CD 2/CD 2/CD 0/CD 10/CD 4/CD 8/CD
471,MGT/NNP /: UND/NNP 0.275/CD SELL/NN CONC/NN 1.60/CD PRAECIP/NN =/SYM
472,He/PRP was/VBD promoted/VBN to/TO chief/JJ detective/NN earlier/RBR this/DT year/NN ./.
473,MAY/NNP 1996/CD CDU/NNP /: CSU/NNP SPD/NNP FDP/NNP Greens/NNPS PDS/NNP
474,5./CD Capiot/NNP 5/CD
475,Firsy/JJ day/NN
476,"Eritrea/NNP cut/VBD diplomatic/JJ ties/NNS with/IN Sudan/NNP in/IN 1994/CD ,/, accusing/VBG it/PRP of/IN training/VBG rebels/NNS to/TO make/VB raids/NNS into/IN Eritrea/NNP ./."
477,League/NN favourites/NNS PSG/NNP scored/VBD a/DT convincing/JJ 1-0/JJ win/NN over/IN Nantes/NNP and/CC confirmed/VBD they/PRP would/MD again/RB be/VB the/DT team/NN to/TO beat/VB this/DT season/NN ./.
478,"In/IN northern/JJ Texas/NNP ,/, the/DT current/JJ rainfall/NN situation/NN was/VBD similar/JJ to/TO most/JJS of/IN Oklahoma/NNP ,/, said/VBD Rodney/NNP Mosier/NNP ,/, executive/JJ assistant/NN for/IN the/DT Texas/NNP Wheat/NNP Producers/NNPS ./."
479,"``/`` The/DT United/NNP Nations/NNPS would/MD like/VB to/TO employ/VB hundreds/NNS of/IN foreign/JJ monitors/NNS ./."
480,"It/PRP started/VBD operations/NNS in/IN January/NNP 1985/CD and/CC has/VBZ registered/VBN capital/NN of/IN 1.56/CD billion/CD baht/NN ,/, it/PRP said/VBD but/CC gave/VBD no/DT further/JJ details/NNS ./."
481,There/EX seemed/VBD scant/JJ danger/NN until/IN the/DT Surrey/NNP player/NN swooped/VBD on/IN to/TO the/DT ball/NN and/CC returned/VBD off/IN balance/NN to/TO county/NN team/NN mate/NN Alec/NNP Stewart/NNP who/WP whipped/VBD off/RP the/DT bails/NNS ./.
482,opening/VBG weekend/NN of/IN the/DT Argentine/NNP Apertura/NNP championship/NN :/:
483,Cairo/NNP says/VBZ several/JJ Egyptian/JJ militants/NNS on/IN the/DT run/NN from/IN death/NN sentences/NNS or/CC convictions/NNS for/IN violent/JJ attacks/NNS at/IN home/NN have/VBP taken/VBN shelter/NN in/IN Britain/NNP ./.
484,Army/NNP troops/NNS were/VBD called/VBN in/IN to/TO evacuate/VB residents/NNS of/IN low-lying/JJ areas/NNS to/TO higher/JJR ground/NN ./.
485,"The/DT agency/NN also/RB proposed/VBD rule/NN changes/NNS that/WDT would/MD require/VB continuous/JJ ``/`` bid/NN ``/`` and/CC ``/`` ask/NN ``/`` quotations/NNS from/IN exchange/NN specialists/NNS and/CC market/NN makers/NNS who/WP trade/VBP more/JJR than/IN 1/CD percent/NN of/IN a/DT stock/NN during/IN any/DT quarter/NN on/IN Nasdaq/NNP ./."
486,"Americast/NNP said/VBD Southern/NNP New/NNP England/NNP Telecommunications/NNPS Corp./NNP has/VBZ signed/VBN a/DT letter/NN of/IN intent/NN to/TO join/VB the/DT group/NN ,/, which/WDT plans/VBZ to/TO provide/VB a/DT home/NN entertainment/NN service/NN similar/JJ to/TO cable/NN television/NN ./."
487,It/PRP quoted/VBD the/DT lawyer/NN of/IN Gianfranco/NNP Stevanin/NNP as/IN saying/VBG the/DT 35-year-old/JJ farmer/NN confessed/VBD on/IN Friday/NNP to/TO a/DT Verona/NNP magistrate/NN that/IN he/PRP had/VBD killed/VBN and/CC mutilated/VBN the/DT women/NNS ./.
488,Spartak/NNP Trnava/NNP 4/CD 2/CD 2/CD 0/CD 10/CD 5/CD 8/CD
489,"``/`` People/NNS are/VBP morose/JJ and/CC it/PRP 's/VBZ not/RB the/DT post-holiday/JJ period/NN or/CC the/DT budget/NN or/CC company/NN results/NNS that/WDT are/VBP going/VBG to/TO lift/VB anyone/NN 's/POS spirits/NNS ,/, ``/`` a/DT broker/NN said/VBD ./."
490,Gluten/NN feed/NN 18/CD pct/NN pellets/NNS Spot/NN -/: 117.00/CD unc/NN
491,NOTES/NNS :/: Second/JJ quarter/NN figures/NNS not/RB available/JJ ./.
492,"Some/DT 25,000/CD Palestinian/JJ labourers/NNS are/VBP likely/JJ to/TO stay/VB away/RB from/IN their/PRP$ jobs/NNS ,/, mainly/RB in/IN construction/NN ,/, in/IN Israel/NNP ./."
493,"Tsang/NNP ,/, who/WP made/VBD the/DT remarks/NNS during/IN a/DT visit/NN to/TO New/NNP Zealand/NNP ,/, also/RB spoke/VBD strongly/RB in/IN favour/NN of/IN keeping/VBG the/DT Hong/NNP Kong/NNP dollar/NN pegged/VBN to/TO its/PRP$ U.S./NNP counterpart/NN ,/, and/CC said/VBD negotiations/NNS with/IN China/NNP on/IN next/JJ year/NN 's/POS budget/NN were/VBD going/VBG smoothly/RB ./."
494,Three/CD Dutch/JJ players/NNS have/VBP pulled/VBN out/IN of/IN the/DT squad/NN for/IN Saturday/NNP 's/POS friendly/JJ international/JJ soccer/NN match/NN against/IN Brazil/NNP in/IN Amsterdam/NNP ./.
495,"Despite/IN power/NN shortages/NNS ,/, ACC/NNP achieved/VBD a/DT satisfactory/JJ growth/NN in/IN production/NN during/IN the/DT year/NN with/IN the/DT help/NN of/IN its/PRP$ power/NN plants/NNS ./."
496,--/:
497,"Last/JJ October/NNP he/PRP was/VBD invited/VBN to/TO attend/VB the/DT referendum/NN held/VBN on/IN Iraq/NNP 's/POS presidency/NN ,/, which/WDT extended/VBD Saddam/NNP 's/POS term/NN for/IN seven/CD more/JJR years/NNS ./."
498,Raith/NNP 0/CD Motherwell/NNP 3/CD
499,SAN/NNP FRANCISCO/NNP 54/CD 73/CD .425/CD 15/CD
500,CENTRAL/NNP DIVISION/NNP
501,"JYVASKLYA/NNP ,/, Finland/NNP 1996-08-25/CD"
502,Mexico/NNP same-day/JJ Cetes/NNP rates/NNS rise/VBP on/IN nervousness/NN ./.
503,CRICKET/NN -/: PAKISTAN/NNP 229-1/CD V/IN ENGLAND/NNP -/: close/NN ./.
504,PRESS/NNP DIGEST/NNP -/: Lebanon/NNP -/: Aug/NNP 22/CD ./.
505,SV/NNP Ried/NNP 6/CD 1/CD 1/CD 4/CD 6/CD 9/CD 4/CD
506,Petra/NNP Drnovice/NNP 3/CD 1/CD 1/CD 1/CD 7/CD 5/CD 4/CD
507,JORNAL/NNP DE/NNP ANGOLA/NNP
508,"On/IN Tuesday/NNP ,/, cotton/NN prices/NNS fell/VBD on/IN profit-taking/NN prompted/VBN by/IN increased/VBN offerings/NNS from/IN state/NN agencies/NNS ./."
509,"Dr./NNP Jack/NNP Kevorkian/NNP attended/VBD his/PRP$ third/JJ suicide/NN in/IN less/JJR than/IN a/DT week/NN on/IN Thursday/NNP ,/, bringing/VBG the/DT body/NN of/IN a/DT 40-year-old/JJ Missouri/NNP woman/NN suffering/VBG from/IN multiple/JJ sclerosis/NN to/TO a/DT hospital/NN emergency/NN room/NN ,/, doctors/NNS said/VBD ./."
510,PARIS/NNP 1996-08-29/CD
511,"Standings/NNS (/-LRB- tabulate/VB under/IN games/NNS played/VBN ,/, won/VBN ,/, drawn/VBN ,/, lost/VBN ,/,"
512,"Margaret/NNP McCullough/NNP ,/, 55/CD ,/, was/VBD found/VBN dead/JJ in/IN her/PRP$ home/NN on/IN Saturday/NNP with/IN gunshot/NN wounds/NNS to/TO the/DT head/NN ./."
513,Western/JJ Suburbs/NNS 21/CD 11/CD 1/CD 9/CD 382/CD 426/CD 23/CD
514,"We/PRP won/VBD the/DT game/NN ,/, ``/`` said/VBD Moyer/NNP ./."
515,"20-6-70-2/CD ,/, Mohammad/NNP Akram/NNP 12-1-41-1/CD ,/, Mushtaq/NNP Ahmed/NNP 27-5-78-2/CD ,/,"
516,"An/DT Italian/JJ farmer/NN accused/VBN of/IN multiple/JJ homocide/NN has/VBZ confessed/VBN to/TO mutilating/VBG the/DT bodies/NNS of/IN four/CD women/NNS after/IN having/VBG sex/NN with/IN them/PRP ,/, the/DT Italian/JJ news/NN agency/NN ANSA/NNP reported/VBD on/IN Saturday/NNP ./."
517,Revenue/NN from/IN long-distance/JJ passenger/NN
518,The/DT ball/NN bounced/VBD back/RB to/TO Smicer/NNP 's/POS feet/NNS and/CC he/PRP scored/VBD ./.
519,"Millns/NNP ,/, who/WP toured/VBD Australia/NNP with/IN England/NNP A/NNP in/IN 1992/93/CD ,/, replaces/VBZ former/JJ England/NNP all-rounder/NN Phillip/NNP DeFreitas/NNP as/IN Boland/NNP 's/POS overseas/JJ professional/NN ./."
520,CENTRAL/NNP DIVISION/NNP
521,INDICATORS/NNS -/: Hungary/NNP -/: updated/VBN Aug/NNP 22/CD ./.
